PhysicalDataID,Date,Station Code,150_ZoopStartMeter,150_ZoopEndMeter,50_ZoopStartMeter,50_ZoopEndMeter,FlowMeterSpeed,FieldComments
2,5/5/1999,STTD,,,,,,
3,5/3/1999,STTD,,,,,,
4,6/1/1999,STTD,,,,,,
5,2/17/1999,STTD,,,,,Regular,
6,2/24/1999,STTD,,,,,,
7,3/16/1999,STTD,123907,139578,,,Regular,STTDZ 004
8,3/18/1999,STTD,149775,158653,,,Regular,STTDZ 005
9,3/24/1999,STTD,160616,163274,,,Regular,STTDZ 006 The meter reading seems low off from comparison NI
10,3/25/1999,STTD,170376,179379,,,Regular,STTDZ 007
11,4/6/1999,STTD,366570,382257,,,Regular,STTDZ 010
12,4/8/1999,STTD,387745,400564,,,Regular,STTDZ 011
13,4/19/1999,STTD,,,,,,
14,4/22/1999,STTD,,,,,,
15,4/23/1999,STTD,,,,,,
16,4/29/1999,STTD,,,,,,
17,4/30/1999,STTD,,,,,,
18,5/7/1999,STTD,,,,,,
19,5/10/1999,STTD,,,,,,
20,5/12/1999,STTD,,,,,,
21,5/17/1999,STTD,,,,,,
22,5/21/1999,STTD,,,,,,
23,5/28/1999,STTD,,,,,,
24,6/7/1999,STTD,,,,,,
25,2/25/1999,STTD,,,,,,
26,3/2/1999,STTD,,,,,,
27,3/4/1999,STTD,65995,86336,,,Regular,STTDZ 001
28,3/9/1999,STTD,170556,190003,,,Regular,STTDZ 002 - Net may have been twisted
29,3/11/1999,STTD,105062,122258,,,Regular,STTDZ 003
30,3/31/1999,STTD,173473,184600,,,Regular,STTDZ 008 The meter reading seems low off from comparison NI
31,4/1/1999,STTD,336720,361994,,,Regular,STTDZ 009
32,4/14/1999,STTD,405980,427611,,,Regular,STTDZ 012
33,4/16/1999,STTD,,,,,,
34,2/16/1999,STTD,,,,,,
35,4/14/1999,SHR,400580,405961,,,Regular,SHRZ 012
36,2/17/1999,SHR,,,,,,
37,3/16/1999,SHR,122279,128907,,,Regular,SHRZ 004
38,3/18/1999,SHR,139582,149771,,,Regular,SHRZ 0005
39,3/24/1999,SHR,158650,160618,,,Regular,SHRZ 006 The meter reading seems low off from comparison NI
40,2/24/1999,SHR,,,,,,
41,2/25/1999,SHR,,,,,,
42,3/2/1999,SHR,,,,,,
43,3/4/1999,SHR,53377,65990,,,Regular,SHRZ 001
44,3/9/1999,SHR,160056,170551,,,Regular,SHRZ 002
45,3/11/1999,SHR,101596,105060,,,Regular,SHRZ 003 The meter reading seems low off from comparison NI
46,3/25/1999,SHR,163306,170374,,,Regular,SHRZ 007
47,3/31/1999,SHR,170412,173404,,,Regular,SHRZ 008 The meter reading seems low off from comparison NI
48,4/1/1999,SHR,330931,336729,,,Regular,SHRZ 009
49,4/6/1999,SHR,361975,366552,,,Regular,SHRZ 010
50,4/27/1999,SHR,475432,475439,,,Regular,SHRZ 013 only 7 turns… NI
51,5/12/1999,SHR,,,,,,
52,6/7/1999,SHR,,,,,,
53,2/16/1999,SHR,,,,,,
54,4/8/1999,SHR,382274,387712,,,Regular,SHRZ 011
56,2/10/2000,SHR,478222,484217,,,Regular,
57,2/10/2000,STTD,484213,513976,,,Regular,
58,2/25/2000,STTD,596026,622002,,,Regular,
59,2/16/2000,STTD,57950,59530,,,Regular,
60,3/8/2000,STTD,657153,689845,,,Regular,
61,3/15/2000,STTD,825502,845914,,,Regular,YZ00-006
62,3/21/2000,STTD,907936,933226,,,Regular,
63,2/15/2000,SHR,513889,543285,,,Regular,
64,2/29/2000,SHR,622014,634965,,,Regular,
65,2/29/2000,STTD,634979,648686,,,Regular,
66,3/8/2000,SHR,648701,657148,,,Regular,
67,3/16/2000,SHR,890606,898967,,,Regular,
68,3/20/2000,SHR,898950,907928,,,Regular,
69,6/5/2000,STTD,,,,,,
70,5/5/2000,STTD,,,,,,
71,1/30/2001,STTD,278387,287918,,,Regular,Flowmeter #:B16452
72,2/16/2001,STTD,292164,302674,,,Regular,Large amounts of woody debris due to small opening above surface
73,2/28/2001,STTD,302775,306527,,,Regular,Large quantities of material clogging net causing flow to stop passing through net.Shorter time.
74,6/11/2001,SHR,,,,,Regular,Flow too slow for meter ~ 0.8 m/sec
77,3/15/2001,STTD,309482,323891,,,Regular,
79,1/30/2001,SHR,287932,290525,,,Regular,
80,2/16/2001,SHR,290661,292007,,,Regular,
81,2/28/2001,SHR,306556,309462,,,Regular,
82,3/15/2001,SHR,324013,325007,,,Regular,
83,3/19/2001,STTD,324997,325007,,,Regular,
84,3/19/2001,SHR,325044,325436,,,Regular,
85,4/6/2001,SHR,328528,,,,Regular,Flowmeter not spinning - Flow rate ~0.15m/sec
86,4/24/2001,STTD,332979,338994,,,Regular,
87,4/24/2001,SHR,685667,686311,,,Regular,
88,5/10/2001,STTD,339043,345827,,,Regular,
89,5/10/2001,SHR,,,,,Regular,Flow low ~.10m/sec No flowmeter value
90,6/11/2001,STTD,345899,348361,,,Regular,
91,4/4/2001,STTD,325445,328505,,,Regular,
93,2/3/1998,SHR,,,,,,
94,2/4/1998,SHR,294066,341697,,,,
95,2/11/1998,SHR,723906,780310,,,,
96,2/17/1998,SHR,895133,952047,,,,
97,2/24/1998,SHR,240948,301198,,,,
98,3/4/1998,SHR,801921,857495,,,,
99,3/10/1998,SHR,294538,348288,,,,
100,3/18/1998,SHR,872932,921913,,,,
101,3/25/1998,SHR,352222,358607,,,,
102,4/1/1998,SHR,583096,633659,,,,
103,4/8/1998,SHR,0,51258,,,,
104,5/14/1998,SHR,103585,134544,,,,
105,2/3/1998,STTD,,,,,,
106,2/4/1998,STTD,327408,369774,,,,
107,2/11/1998,STTD,780309,824402,,,,
108,2/17/1998,STTD,8981,46793,,,,
109,2/24/1998,STTD,301201,339072,,,,
110,3/4/1998,STTD,857534,857542,,,,
111,3/11/1998,STTD,348291,348331,,,,
112,3/19/1998,STTD,921922,947862,,,,
113,3/25/1998,STTD,358630,358644,,,,
114,4/1/1998,STTD,508085,534130,,,,
115,4/8/1998,STTD,9,15345,,,Regular,
116,5/13/1998,STTD,,,,,,
117,3/6/2002,SHR,482833,486985,,,Regular,
118,3/6/2002,STTD,487000,490637,,,Regular,
119,3/21/2002,SHR,490641,495531,,,Regular,flow meter from the 10 min zoop net
120,3/21/2002,STTD,495582,500096,,,,
122,4/3/2002,SHR,500102,501634,,,Regular,flow meter from the 10 min zoop
123,4/5/2002,SHR,506328,506328,,,,
128,5/8/2002,STTD,,,,,,no sample
129,5/8/2002,SHR,,,,,,no sample
132,5/24/2002,STTD,,,,,,
133,5/24/2002,SHR,,,,,,
134,5/30/2002,STTD,530116,531655,,,Regular,
135,5/30/2002,SHR,530137,531194,,,Low,
136,6/5/2002,STTD,,,,,,
137,6/5/2002,SHR,,,,,,
142,1/8/2002,STTD,370495,396421,,,Low,
143,1/8/2002,SHR,367442,370481,,,Regular,short set due to fine particulate clogging net
144,1/16/2002,SHR,396434,400108,,,Regular,
145,1/16/2002,STTD,402421,435976,,,Regular,
146,1/24/2002,SHR,436022,436724,,,Regular,
147,1/24/2002,STTD,436754,442411,,,Regular,
148,1/29/2002,SHR,442426,443511,,,Regular,
149,1/29/2002,STTD,443537,451552,,,Regular,
150,2/8/2002,SHR,451665,456114,,,Regular,sampled upstream of dock
151,2/8/2002,STTD,456394,462580,,,Regular,
152,2/22/2002,SHR,462714,464147,,,Regular,
153,2/22/2002,STTD,464147,468083,,,Regular,boat tow
154,3/5/2002,SHR,468183,472772,,,Regular,
155,3/5/2002,STTD,472772,482785,,,Regular,
157,3/21/2002,STTD,495582,500098,,,Regular,
159,4/3/2002,STTD,503956,506256,,,Regular,
160,4/18/2002,SHR,510145,511481,,,Regular,flow meter from the 10 min zoop net
161,4/18/2002,STTD,511822,512988,,,Regular,5 min set was used to get flow meter reading (end meter 512405)
162,5/2/2002,SHR,512442,513049,,,Regular,flow meter based off 10 min zoop
163,5/2/2002,STTD,513110,513508,,,Regular,flow meter from 10 min zoop
164,5/16/2002,SHR,515878,517189,,,Low,low flow propeller: used different rotor constant; flow meter from 10 min set
165,5/16/2002,STTD,515520,522032,,,Regular,regular propeller; flow meter set at 11 minutes
168,6/11/2002,SHR,541432,543966,,,Regular,
169,6/11/2002,STTD,543971,551827,,,Regular,
170,6/19/2002,SHR,551849,555330,,,Regular,
171,6/19/2002,STTD,555338,562240,,,Regular,
172,1/3/2003,SHR,572506,652188,,,Regular,
173,1/3/2003,STTD,572524,585424,,,Regular,High Flow
174,1/7/2003,SHR,585609,589957,,,Regular,
175,1/7/2003,STTD,589971,619771,,,Regular,
176,1/10/2003,SHR,619767,628745,,,,No start or stop time on data sheet.
177,1/10/2003,STTD,503690,526334,,,Regular,
178,1/14/2003,SHR,653133,664120,,,Regular,sample code: SHR
179,1/17/2003,SHR,685490,695724,,,Regular,
180,1/17/2003,STTD,695737,718020,,,Regular,dirty samples
181,1/31/2003,SHR,718165,721782,,,Regular,
182,1/31/2003,STTD,624114,648018,,,Regular,
183,2/11/2003,SHR,742262,750461,,,Regular,
184,3/5/2003,SHR,750518,757069,,,Regular,no start/stop time on datasheet
185,3/5/2003,STTD,757139,765317,,,Regular,
186,3/18/2003,SHR,765366,767599,,,Regular,
187,3/18/2003,STTD,767680,776354,,,Regular,
188,4/1/2003,SHR,781284,781630,,,Regular,
189,4/1/2003,STTD,781626,793506,,,Regular,
190,4/14/2003,SHR,793522,793569,,,Regular,flowmeter not spinning freely
191,4/14/2003,STTD,793590,800891,,,Regular,
192,5/5/2003,SHR,800947,800998,,,Regular,
193,5/5/2003,STTD,800989,814656,,,Regular,
194,5/14/2003,SHR,814658,816322,,,Regular,
195,5/14/2003,STTD,816319,826732,,,Regular,
196,5/28/2003,SHR,826750,828327,,,Regular,
197,5/28/2003,STTD,828332,838205,,,Regular,end meter not written down right after sample pulled
198,6/11/2003,SHR,838208,839736,,,Regular,
199,6/11/2003,STTD,839731,839748,,,Regular,
200,6/25/2003,SHR,839755,839797,,,Regular,
201,6/25/2003,STTD,839807,845908,,,Regular,
202,1/13/2003,SHR,619767,628745,,,Regular,done 1/10/03
204,1/14/2003,STTD,664102,685464,,,Regular,
222,3/26/2008,SHR,37019,37068,,,Regular,
224,1/15/2009,STTD,698393,698962,,,Low,Low Speed
225,2/13/2008,STTD,33372,34662,,,Regular,
227,2/29/2008,SDI,35110,35256,,,Regular,
228,1/30/2008,SHR,28713,28806,,,Regular,
229,2/29/2008,STTD,35264,36607,,,Regular,
230,1/16/2008,SHR,28468,28512,,,Low,Low Speed - Flow Meter
233,3/12/2008,SHR,90332,90395,,,Regular,Used larval flowmeter values
234,1/30/2008,STTD,28819,33250,,,Regular,
238,2/13/2008,SHR,33273,33362,,,Regular,
239,1/16/2008,STTD,28550,28613,,,Low,
241,3/12/2008,STTD,36711,37000,,,Regular,
243,1/15/2009,SHR,698251,698302,,,Low,
244,1/29/2009,STTD,697490,698241,,,Low,
245,1/29/2009,SHR,697421,697486,,,Low,
246,2/11/2009,STTD,697241,697371,,,Low,
247,2/11/2009,SHR,697387,697426,,,Low,Very low flow
248,2/27/2009,STTD,697546,697857,,,Regular,
249,2/27/2009,SHR,697250,697307,,,Regular,Sample compromised
250,3/12/2009,STTD,697758,698385,,,Regular,
251,3/12/2009,SHR,697782,697849,,,Regular,
252,3/25/2009,STTD,996270,999994,,,Low,
253,3/25/2009,SHR,0,59,,,Low,Recalculated the flowmeter 4/9 - JF
254,4/8/2009,STTD,991700,995598,,,Low,
255,4/8/2009,SHR,995643,996245,,,Low,
256,4/23/2009,STTD,990147,991531,,,Low,
257,4/23/2009,SHR,991547,991698,,,Low,
258,5/7/2009,SHR,988953,990153,,,Low,
259,3/26/2008,STTD,37079,37113,,,Regular,
261,5/7/2009,STTD,987590,988952,,,Low,
262,5/21/2009,SHR,986678,987556,,,Low,
263,5/21/2009,STTD,985596,986680,,,Low,
264,6/3/2009,SHR,985414,985603,,,Low,
265,6/3/2009,STTD,984927,985345,,,Low,
266,6/18/2009,SHR,982146,982331,,,Low,
267,6/18/2009,STTD,982330,984920,,,Low,
268,4/9/2008,SHR,37160,37193,,,Regular,
270,4/9/2008,STTD,37219,37298,,,Regular,
271,4/23/2008,SHR,699806,699817,,,Regular,
272,4/23/2008,STTD,699810,699814,,,Regular,
273,5/7/2008,SHR,699719,699741,,,Regular,
274,5/7/2008,STTD,699732,700050,,,Regular,
275,5/21/2008,SHR,699926,699973,,,Low,
276,5/21/2008,STTD,699665,699921,,,Low,
277,6/4/2008,SHR,699646,699656,,,Regular,
278,6/4/2008,STTD,669261,669640,,,Regular,
279,6/16/2008,SHR,699187,699212,,,Low,
280,6/16/2008,STTD,698989,699183,,,Low,
281,1/6/2010,SHR,982185,982238,,,Low,
282,1/6/2010,STTD,978490,982116,,,Low,
283,1/13/2010,SHR,977991,978450,,,Low,
284,1/13/2010,STTD,977977,977979,,,Low,Flow prop may not have been spinning - Tide went slack
285,1/21/2010,STTD,978432,980199,,,Regular,
286,1/21/2010,SHR,977984,978425,,,Regular,
287,1/26/2010,SHR,986566,989928,,,Regular,
288,1/26/2010,STTD,0,13594,,,Regular,Recalculated the flowmeter value - JF 4/9/13
289,2/3/2010,STTD,4439,19275,,,Regular,
290,2/3/2010,SHR,3517,4408,,,Regular,
292,2/10/2010,SHR,31622,34005,,,Regular,
293,2/10/2010,STTD,19295,31542,,,Regular,
294,2/17/2010,SHR,44630,46991,,,Regular,
295,2/17/2010,STTD,34024,44536,,,Regular,
296,2/24/2010,SHR,47000,47657,,,Regular,
298,3/3/2010,SHR,47702,49005,,,Regular,
299,3/3/2010,STTD,49085,56203,,,Regular,
300,3/17/2010,STTD,61052,68173,,,Regular,
301,3/17/2010,SHR,59031,61033,,,Regular,
302,3/30/2010,STTD,67227,70847,,,Regular,
303,3/30/2010,SHR,67288,68202,,,Regular,
304,4/12/2010,STTD,71613,74007,,,Regular,
305,4/12/2010,SHR,70875,71579,,,Regular,
306,4/28/2010,STTD,67969,71305,,,Low,
307,4/28/2010,SHR,71301,72870,,,Low,
308,5/13/2010,SHR,67015,67869,,,Low,
309,5/13/2010,STTD,65315,66973,,,Low,
310,5/27/2010,SHR,60976,61945,,,Low,
311,5/27/2010,STTD,62081,65231,,,Low,
312,6/8/2010,STTD,58065,60970,,,Low,
313,6/8/2010,SHR,56618,58024,,,Low,
317,2/26/2007,SHR,24486,24721,,,Regular,
319,2/28/2007,STTD,24746,26070,,,Regular,
320,3/12/2007,SHR,26067,26914,,,Regular,
321,3/12/2007,STTD,26188,26914,,,Regular,
322,3/28/2007,SHR,26250,26354,,,Regular,
324,3/28/2007,STTD,26381,26603,,,Regular,
325,4/11/2007,SHR,26649,26717,,,Regular,Flowmeter not running
326,4/11/2007,STTD,26736,26823,,,Regular,
327,4/23/2007,SHR,26846,26903,,,Regular,
328,4/23/2007,STTD,26916,27037,,,Regular,
329,5/9/2007,STTD,27055,27105,,,Regular,
330,5/21/2007,SHR,27485,27546,,,Regular,
331,5/21/2007,STTD,27211,27395,,,Regular,
332,6/6/2007,SHR,27580,27605,,,Regular,
333,6/6/2007,STTD,27639,27711,,,Regular,
334,6/20/2007,SHR,28275,28437,,,Regular,
335,6/20/2007,STTD,27723,28256,,,Regular,
337,6/30/2006,STTD,24038,24302,,,Regular,
338,5/9/2007,SHR,27157,27179,,,Regular,
339,6/30/2006,SHR,23901,24025,,,Regular,"Very low flow in the river, flow meter not spinning"
340,6/13/2006,STTD,23186,23850,,,Regular,Nick fixed flowmeter - normal readings
341,6/13/2006,SHR,23180,23208,,,Regular,Flow meter went backwards - Low flow in river
344,5/25/2006,STTD,23148,23231,,,Regular,
345,5/25/2006,SHR,22754,23229,,,Regular,
346,5/16/2006,SHR,22382,22716,,,Regular,Flow meter not alligned with current
347,5/16/2006,STTD,21469,22372,,,Regular,
351,4/27/2006,SHR,,,,,,Dock construction-no dock access
352,4/19/2006,STTD,17551,21390,,,Regular,
353,4/19/2006,SHR,16711,17425,,,Regular,very silty
354,4/13/2006,STTD,1118,,,,Regular,"Net ripped, no sample"
355,4/13/2006,SHR,214,1111,,,Regular,"Misrepresentative meter reading, still not aligning with current"
358,3/29/2006,STTD,62611,70235,,,Regular,Flowmeter not aligning w/ current
359,3/29/2006,SHR,69731,70218,,,Regular,Flowmeter not aligning w/ current
360,3/23/2006,STTD,63835,68961,,,Regular,Innacurate read
361,3/23/2006,SHR,69013,69672,,,Regular,"Small hole in net (1"" sq.) Flow meter not aligned inaccurate readings"
362,3/15/2006,STTD,56550,63716,,,Regular,
363,3/15/2006,SHR,55729,56552,,,Regular,
364,3/8/2006,STTD,51437,55314,,,Regular,
365,3/8/2006,SHR,48588,49323,,,Regular,
366,2/28/2006,SHR,47180,47264,,,Regular,
367,2/28/2006,STTD,47339,48403,,,Regular,
369,2/17/2006,SHR,46789,,,,Regular,Cod-end blown off and lost. No sample
370,2/17/2006,STTD,45132,46712,,,Regular,
371,2/2/2006,STTD,40881,44782,,,Regular,
372,2/2/2006,SHR,226196,235374,,,Regular,Egg and Larval flowmeter value used
373,1/26/2006,SHR,35028,35156,,,Regular,
374,1/26/2006,STTD,35263,39621,,,Regular,
375,1/19/2006,SHR,24092,24958,,,Regular,
376,1/19/2006,STTD,25041,34804,,,Regular,
377,1/10/2006,STTD,12730,24047,,,Regular,
378,1/10/2006,SHR,11584,12607,,,Regular,
379,1/6/2006,STTD,6963,11575,,,Regular,
380,2/25/2005,STTD,100613,101826,,,Regular,
381,2/24/2005,CCS,99572,100601,,,Regular,
382,2/24/2005,SHR,99406,99500,,,Regular,
383,2/17/2005,CCS,99402,99412,,,Regular,
384,2/9/2005,STTD,99427,99474,,,Regular,Very low flow
385,2/8/2005,SHR,99387,99419,,,Regular,May have sampled too deep
386,2/2/2005,STTD,98711,99406,,,Regular,
387,2/1/2005,SHR,450011,453588,,,Regular,bad flow reading use drift
388,2/1/2005,CCS,98055,98705,,,Regular,
389,1/26/2005,STTD,97885,97998,,,Regular,
390,1/25/2005,CCS,97667,97883,,,Regular,
391,1/25/2005,SHR,97609,97649,,,Regular,
392,1/19/2005,CCS,96175,97568,,,Regular,
393,1/18/2005,STTD,92557,96048,,,Regular,
394,1/18/2005,SHR,349490,350043,,,Regular,
398,1/12/2005,STTD,89936,92537,,,Regular,
399,1/11/2005,CCS,87578,89893,,,Regular,
400,1/11/2005,SHR,87248,87434,,,Regular,
401,1/6/2005,CCS,84970,87189,,,Regular,
402,1/5/2005,SHR,83204,83402,,,Regular,No water in flow meter
403,1/5/2005,STTD,158219,174486,,,Regular,Use drift flow meter readings
407,3/3/2005,CCS,101881,102225,,,Regular,
408,3/3/2005,SHR,102246,102311,,,Regular,
409,3/4/2005,STTD,102338,105743,,,Regular,
410,3/8/2005,SHR,105742,106029,,,Regular,
411,3/8/2005,CCS,106027,106078,,,Regular,
412,3/9/2005,STTD,106087,106124,,,Regular,
413,3/22/2005,CCS,106429,106498,,,Regular,
414,3/22/2005,SHR,485229,488294,,,Low,
415,3/23/2005,STTD,992268,992315,,,Regular,Flowmeter leaking water
416,3/29/2005,STTD,992307,993995,,,Regular,
417,3/29/2005,SHR,994677,995082,,,Regular,
418,3/29/2005,CCS,994071,994645,,,Regular,
419,4/4/2005,STTD,995086,999314,,,Regular,
420,4/4/2005,SHR,540000,541995,,,Regular,Drift flowmeter used
421,4/5/2005,CCS,999317,999368,,,Regular,
422,4/11/2005,SHR,269,389,,,Regular,Flow meter not spinning
423,4/11/2005,STTD,998449,999359,,,Regular,
424,4/13/2005,CCS,388,659,,,Regular,
425,4/21/2005,CCS,640,664,,,Regular,
426,4/22/2005,SHR,1054,1077,,,Regular,
427,4/22/2005,STTD,672,1053,,,Regular,
428,4/26/2005,SHR,1071,1106,,,Regular,
429,4/26/2005,CCS,1096,1153,,,Regular,
430,4/27/2005,STTD,1156,1826,,,Regular,
431,5/9/2005,STTD,161072,173150,,,Regular,
432,5/10/2005,SHR,2220,2288,,,Low,
433,5/10/2005,CCS,2208,2222,,,Low,
434,5/27/2005,SHR,3107,3398,,,Regular,
435,5/27/2005,STTD,3316,6352,,,Regular,
436,5/27/2005,CCS,6352,6446,,,Regular,
437,6/2/2005,CCS,6107,6447,,,Low,Low flow prop
438,6/3/2005,SHR,6104,6245,,,Regular,
439,6/3/2005,STTD,6227,6418,,,Regular,
440,6/22/2005,STTD,64410,66745,,,Regular,
441,6/22/2005,SHR,6748,7141,,,Regular,Prop not spinning as usual
442,6/22/2005,CCS,7123,7141,,,Low,
445,1/12/2011,SHR,207680,209914,,,Regular,Flowmeter value used from Egg and larval net.
446,1/12/2011,STTD,62581,71885,,,Regular,
447,1/26/2011,STTD,82363,84013,,,Regular,
448,1/26/2011,SHR,71909,73794,,,Regular,
449,2/9/2011,SHR,83529,84306,,,Low,
450,2/9/2011,STTD,83445,89786,,,Regular,
451,2/23/2011,SHR,89801,90010,,,Regular,
452,2/23/2011,STTD,90011,98234,,,Regular,
453,3/9/2011,STTD,101090,107984,,,Regular,
454,3/9/2011,SHR,98235,101065,,,Regular,
455,3/29/2011,STTD,113449,118668,,,Regular,
456,3/29/2011,SHR,108239,113343,,,Regular,
457,4/6/2011,SHR,118777,125811,,,Regular,
458,4/6/2011,STTD,125960,133792,,,Regular,
459,4/13/2011,SHR,133784,139440,,,Regular,
460,4/13/2011,STTD,147781,150272,,,Regular,
461,4/22/2011,SHR,7104,13301,,,Regular,
462,4/22/2011,STTD,153643,162830,,,Regular,
463,5/4/2011,STTD,167751,172510,,,Regular,
464,5/4/2011,SHR,162925,167720,,,Regular,
465,5/19/2011,SHR,172257,176762,,,Regular,
466,5/19/2011,STTD,176777,182846,,,Regular,
467,6/1/2011,SHR,183109,184994,,,Regular,
468,6/1/2011,STTD,185012,194299,,,Regular,
469,6/15/2011,SHR,194437,200001,,,Regular,
470,6/15/2011,STTD,200088,208015,,,Regular,
472,7/13/2011,STTD,221230,228010,,,Regular,
473,7/13/2011,SHR,220179,221209,,,Regular,
477,6/29/2011,SHR,208106,212594,,,Regular,
478,6/29/2011,STTD,212658,220013,,,Regular,
480,7/26/2011,STTD,229789,230025,,,Regular,
481,7/26/2011,SHR,228056,229755,,,Regular,
484,1/8/2004,SHR,57,1064,,,Regular,"NEW NET 19"" inside Diam. (Install TEMP Logger)"
485,1/8/2004,STTD,1640,7628,,,Regular,
486,1/23/2004,STTD,42084,58045,,,Regular,
487,1/23/2004,SHR,7740,8643,,,Regular,
488,2/13/2004,STTD,13888,14883,,,Regular,Meter not sampling correctly? Need to check meter
489,2/13/2004,SHR,13328,13867,,,Regular,*meter not spinning well Need to check meter
490,2/25/2004,STTD,31542,36881,,,Regular,
491,2/25/2004,SHR,30888,31480,,,Regular,
492,3/10/2004,SHR,71291,71827,,,Regular,Chloro's taken Sher - 13:50hrs STTD-1800hrs
493,3/12/2004,STTD,71986,74513,,,Regular,
494,3/19/2004,STTD,,,,,,
496,3/24/2004,STTD,74903,76414,,,Regular,
497,3/23/2004,SHR,74707,74811,,,Regular,
498,4/9/2004,SHR,158512,165919,,,Regular,Meter not working properly - Used Egg and Larval
499,8/10/2011,STTD,231815,233015,,,Regular,
500,8/10/2011,SHR,230030,231682,,,Regular,REGULAR
502,4/27/1999,STTD,475446,494609,,,Regular,STTDZ 013;tow
503,8/24/2011,STTD,234513,234873,,,Regular,METER MIGHT NEED TO BE CHANGED
504,8/24/2011,SHR,233036,234451,,,Regular,
505,9/20/2011,STTD,178000,181856,,,Regular,Regular flow meter speed
506,9/20/2011,SHR,168000,172225,,,Regular,Regular flow meter speed
554,9/7/2011,STTD,160000,163498,,,Regular,regular flow meter (unless it's noted)
555,9/7/2011,SHR,150000,154160,,,Regular,regular flow meter (unless it's noted)
556,10/6/2011,STTD,1011,1058,,,Regular,"Near Slack Tide, Low Flow (2)"
557,10/6/2011,SHR,0,1011,,,Regular,"E&L Net 187000 - 191851 (Zoop net near to both, so down flow than E&L)"
558,10/19/2011,STTD,997456,999985,,,Low,Low flow meter speed
559,10/19/2011,SHR,0,1172,,,Low,Low flow meter speed
560,11/2/2011,SHR,210000,212717,,,Regular,Regular Flow Meter
561,11/2/2011,STTD,414,4903,,,Regular,Regular Flow Meter Flow Meter Test for CAL 414/4903=4489 22000/224678=4678
562,11/15/2011,SHR,4703,5200,,,Low,Low Speed Flow Meter Count Backwards Test E&L 000000-999008=992 vs 005200-004703=497
563,11/15/2011,STTD,1992,4600,,,Low,Low Speed Flow Meter Count Backwards
564,11/30/2011,SHR,1417,2001,,,Low,Low Speed Flow Meter
565,11/30/2011,STTD,0,4250,,,Low,Low Speed Flow Meter USED MOTOR / FLOODTIDE / DROVE UPSTREAM
566,12/14/2011,SHR,996203,997000,,,Low,Low Speed Flow Meter
567,12/14/2011,STTD,992634,996160,,,Low,Low Speed Flow Meter
568,12/29/2011,STTD,987057,992100,,,Low,Low Speed Flow Meter Motor Used
569,12/29/2011,SHR,992290,992602,,,Low,Low Speed Flow Meter Note: Condition 2 -> Extra Boat Tied Up at SHR Dock
570,1/11/2012,SHR,986834,987000,,,Low,Low Speed Flow Meter
571,1/11/2012,STTD,982727,986772,,,Low,Low Speed Flow Meter (StartMeter - EndMeter)
572,1/24/2012,STTD,979413,982000,,,Low,
573,1/24/2012,SHR,982363,982800,,,Low,
574,2/8/2012,SHR,979458,980000,,,Low,
575,2/8/2012,STTD,979500,979999,,,Regular,
577,2/23/2012,SHR,975567,975800,,,Low,
578,2/23/2012,STTD,975801,979700,,,Low,
579,3/7/2012,SHR,975296,975600,,,Low,
580,3/7/2012,STTD,975300,975499,,,Regular,
581,3/22/2012,SHR,953317,955640,,,Low,the meter was having a hard time spinning. Used the same meter values from dirft and larval samples.
582,3/22/2012,STTD,969978,973700,,,Low,
583,5/2/2012,STTD,957827,959000,,,Low,
584,5/2/2012,SHR,958898,960000,,,Low,
585,4/4/2012,STTD,967420,969900,,,Low,
586,4/4/2012,SHR,965094,967200,,,Low,
587,4/16/2012,STTD,960594,963000,,,Low,
589,4/16/2012,SHR,936224,964900,,,Low,
590,5/17/2012,SHR,956618,957700,,,Low,
591,5/17/2012,STTD,953986,956500,,,Low,
592,5/31/2012,SHR,950882,951000,,,Low,
593,5/31/2012,STTD,951114,954000,,,Low,
594,6/13/2012,STTD,948993,951000,,,Low,
595,6/13/2012,SHR,909980,911000,,,Low,
596,6/25/2012,STTD,907991,908400,,,Low,used E&L flow because zoop flow meter seemed to not spin
597,6/25/2012,SHR,947663,948000,,,Low,
598,7/10/2012,STTD,946669,948900,,,Low,
599,7/10/2012,SHR,905366,907900,,,Low,used E&L meter reading because flowmeter was not spinning properly
600,7/25/2012,SHR,900029,903000,,,Low,
601,7/25/2012,STTD,788889,900000,,,Low,"flow meter broken, used E&L meter"
602,8/7/2012,STTD,995975,998000,,,Low,new zoop flowmeter. Drift meter was also used to measure flow : 899989-900000
603,8/7/2012,SHR,998391,999999,,,Low,"new flowmeter, used drift flowmeter to test: 897808-900000"
608,4/9/2004,STTD,78193,78545,,,Regular,
609,4/23/2004,STTD,210539,221430,,,Regular,"Zoops meter questionable, used Larval meter."
610,4/23/2004,SHR,81168,81220,,,Regular,Slow Flow - net at 45 degree angle not horizontal
613,5/12/2004,SHR,82134,82198,,,Regular,
615,5/21/2004,SHR,82184,82222,,,Regular,Flow possibly too low for an accurate meter reading
616,5/21/2004,STTD,82250,82420,,,Regular,
617,6/18/2004,SHR,83190,83251,,,Regular,Very low flow
618,6/18/2004,STTD,82636,83123,,,Regular,
623,2/14/2003,SHR,,,,,,
646,8/21/2012,SHR,994954,996000,,,Low,
647,8/21/2012,STTD,991824,995000,,,Low,
648,9/5/2012,SHR,990493,991000,,,Low,
649,9/5/2012,STTD,989998,990400,,,Low,
651,9/21/2012,STTD,985590,988700,,,Low,
